id,barcode,desc,remarks,asset_type,cat_type,locname,dept,image,image_url,datetime_saved
238,,"DUCKING BLDG.","NO BARCODE
REARING COMPOUND",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787703556437.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787703556437.jpg,"2026-08-26 08:18:57 AM"
239,,"WULI P SPRAYER M:WL-25ASB S#2019-010429","OLD BARCODE
BROKEN BARCODE
REARING ENTRANCE","MACH. & EQPT.","POWER SPRAYER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787703625106.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787703625106.jpg,"2026-08-26 08:19:56 AM"
240,MFI-DBL-00108665,"NUTEX W. SCALE 50KG S#017716","OLD BARCODE
DAMAGED
REARING WAREHOUSE","STR. EQPT.","WEIGHING SCALE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787704030777.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787704030777.jpg,"2026-08-26 08:26:55 AM"
241,MFI-DBL-00107727,"FLAT H. SCALE 50KG S#017628","OLD BARCODE
REARING WAREHOUSE","STR. EQPT.","WEIGHING SCALE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787704127105.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787704127105.jpg,"2026-08-26 08:28:36 AM"
242,,"REARING WAREHOUSE","NO BARCODE
REARING COMPOUND",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787704217851.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787704217851.jpg,"2026-08-26 08:29:52 AM"
243,,"ROXELL 3x230V (EN 60204-1/A) 03103553 CONTROLLER","NO BARCODE
REARING WAREHOUSE","ELEC. INTS. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787704277297.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787704277297.jpg,"2026-08-26 08:31:07 AM"
244,,"PUMP ROOM BLDG.","NO BARCODE
REARING COMPOUND",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787704427692.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787704427692.jpg,"2026-08-26 08:33:13 AM"
245,,"WATER TANK","NO BARCODE
REARING COMPOUND",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787704528996.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787704528996.jpg,"2026-08-26 08:35:19 AM"
246,,"REARING STAFF HOUSE","NO BARCODE
REARING COMPOUND",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787704588531.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787704588531.jpg,"2026-08-26 08:36:16 AM"
247,MFI-DBL-00110832,"SALTER H.SCALE 5KG M:NTH-5","OLD BARCODE
DAMAGED
REARING OFFICE","STR. EQPT.","HANGING SCALE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787704664905.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787704664905.jpg,"2026-08-26 08:37:36 AM"
248,,"ELECTRONIC PRICE COMPUTING SCALE","NO BARCODE
DAMAGED
REARING OFFICE","STR. EQPT.","WEIGHING SCALE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787704768914.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787704768914.jpg,"2026-08-26 08:39:19 AM"
249,MFI-DBL-00117462,"LG WASHING MACH S#102WSGG0K455","NO BARCODE
REARING STAFF HOUSE-LAUNDRY ROOM","MACH. & EQPT.","WASHING MACHINE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787704968476.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787704968476.jpg,"2026-08-26 08:42:33 AM"
250,,"STEEL BENCH","NO BADCODE
REARING STAFF HOUSE","FUR. & FIXT.","STEEL CHAIR","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787705074904.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787705074904.jpg,"2026-08-26 08:44:16 AM"
251,,"UBIQUITY LITE BEAM","NO BARCODE
REARING STAFF HOUSE","ELEC. INTS. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787705160906.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787705160906.jpg,"2026-08-26 08:45:45 AM"
252,,"COMPUTER TABLE W/ 2 DRAWERS","NO BARCODE
REARING OFFICE","FUR. & FIXT.",TABLE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787705376437.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787705376437.jpg,"2026-08-26 08:49:25 AM"
253,0026-0003869900063,"CISCO IP PHONE 7821","ITEM DOES NOT BELONG TO THE DATABASE
REARING OFFICE","OFF. EQPT.",TELEPHONE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787705541443.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787705541443.jpg,"2026-08-26 08:51:23 AM"
254,MFI-DBL-00109133,"LINKSYS SE4008 S#15810C81501175","OLD BARCODE
REARING OFFICE","OFF. EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787705571589.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787705571589.jpg,"2026-08-26 08:52:44 AM"
255,MFI-DBL-00108409,"EPSON LQ-310 S#R9FY022679","OLD BARCODE
REARING OFFICE","OFF. EQPT.",PRINTER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787705676567.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787705676567.jpg,"2026-08-26 08:54:29 AM"
256,,"MAKITA BLOWER M:UB1100 S#00382845","NO BARCODE
REARING OFFICE",TOOLS,BLOWER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787705849948.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787705849948.jpg,"2026-08-26 08:57:22 AM"
257,,"WOODEN CABINET W/ 6 COMPARTMENTS","NO BARCODE
REARING OFFICE","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787705922977.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787705922977.jpg,"2026-08-26 08:58:34 AM"
258,,"WOODEN CABINET W/ 2 DOORS","NO BARCODE
REARING OFFICE","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787705972255.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787705972255.jpg,"2026-08-26 08:59:22 AM"
259,,"WOODEN CABINET W/ 4 COMPARTMENTS","NO BARCODE
REARING OFFICE","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787706031866.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787706031866.jpg,"2026-08-26 09:00:24 AM"
260,,"STANLEY SOCKET WRENCH 26PCS SOCKET SET","NO BARCODE
REARING OFFICE",TOOLS,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787706089209.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787706089209.jpg,"2026-08-26 09:01:17 AM"
261,MFI-DBL-00117409,"EAGLE PORTABLE W. MACHINE","OLD BARCODE
REARING OFFICE","MACH. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787706407205.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787706407205.jpg,"2026-08-26 09:06:39 AM"
262,,"NEWSTAR CLAMP METER M:UT-5N22 S:UPH23MA02186","NO BARCODE
REARING OFFICE",TOOLS,"CLAMP METER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787706534818.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787706534818.jpg,"2026-08-26 09:08:43 AM"
263,,"MAKITA ELECTRIC DRILL M:NHP1300S S:1546392","NO BARCODE
REARING OFFICE",TOOLS,DRILL,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787706651251.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787706651251.jpg,"2026-08-26 09:10:42 AM"
264,0116-0002685300007,"AV-PL-3000 KESTREL POCKET WEATHER METER","ITEM NOT FOUND IN DATABASE
REARING OFFICE","STR. EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787706870445.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787706870445.jpg,"2026-08-26 09:12:25 AM"
265,,"GREENE HARNESS","NO BARCODE
REARING OFFICE",TOOLS,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787706921524.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787706921524.jpg,"2026-08-26 09:15:11 AM"
266,,"FIRE ALARM CONTROL PANEL","NO BARCODE
INSTALLED BY IT CORP
REARING STAFF HOUSE","ELEC. INTS. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707010904.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707010904.jpg,"2026-08-26 09:16:42 AM"
267,,"WOODEN CABINET W/ 2 DOORS","2 UNITS
REARING STAFF HOUSE-ROOM 2","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707082573.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707082573.jpg,"2026-08-26 09:17:52 AM"
268,MFI-DBL-00110896,"SHOWER HEATER 3.5KW","OLD BARCODE
REARING STAFF HOUSE-ROOM 2","OTHER EQPT.",HEATER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707234234.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707234234.jpg,"2026-08-26 09:20:23 AM"
269,,"DOUBLE DECK","2 UNITS
NO BARCODE
REARING STAFF HOUSE-ROOM 2","FUR. & FIXT.",BED,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707333129.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707333129.jpg,"2026-08-26 09:22:00 AM"
270,,"WOODEN CABINET W/ 12 DOORS","NO BARCODE
REARING STAFF HOUSE-ROOM 3","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707385721.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707385721.jpg,"2026-08-26 09:22:51 AM"
271,,"DOUBLE DECK","4 UNITS
NO BARCODE
REARING STAFF HOUSE-ROOM 3","FUR. & FIXT.",BED,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707444522.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707444522.jpg,"2026-08-26 09:23:55 AM"
272,,"WOODEN CABINET W/ 12 DOORS","NO BARCODE
REARING STAFF HOUSE-ROOM 4","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707510582.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707510582.jpg,"2026-08-26 09:25:02 AM"
273,,"DOUBLE DECK","4 UNITS
NO BARCODE
REARING STAFF HOUSE-ROOM 4","FUR. & FIXT.",BED,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707584285.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707584285.jpg,"2026-08-26 09:26:06 AM"
274,,"DINING TABLE","NO BARCODE
REARING STAFF HOUSE-MESSHALL","FUR. & FIXT.",TABLE,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707655838.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707655838.jpg,"2026-08-26 09:27:25 AM"
275,,"STEEL BENCH","NO BARCODE
REARING STAFF HOUSE-MESSHALL","FUR. & FIXT.","STEEL CHAIR","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707713578.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707713578.jpg,"2026-08-26 09:28:25 AM"
276,,"HANABISHI WATER Dispenser M:HTTWD-300 S:202406T3000313","NO BARCODE
FROM SUBAYON
REARING STAFF HOUSE-MESSHALL","OFF. EQPT.",DISPENSER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787707902022.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787707902022.jpg,"2026-08-26 09:31:33 AM"
277,,"WOODEN CABINET W/ 25 COMPARTMENTS","2 UNITS
NO BARCODE
REARING STAFF HOUSE-MESSHALL","FUR. & FIXT.",CABINET-WOODEN,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787708017828.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787708017828.jpg,"2026-08-26 09:33:27 AM"
278,,"MAIN BREAKER","NO BARCODE
REARING STAFF HOUSE-MESSHALL","ELEC. INTS. & EQPT.","CIRCUIT BREAKER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787708118201.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787708118201.jpg,"2026-08-26 09:35:08 AM"
279,,"BOOTS RACK 16 PAIRS","NO BARCODE
REARING STAFF HOUSE","FUR. & FIXT.",RACK,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787708193370.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787708193370.jpg,"2026-08-26 09:36:24 AM"
280,,"BOOTS RACK 8 PAIRS","NO BARCODE
REARING STAFF HOUSE","FUR. & FIXT.",RACK,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787708231270.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787708231270.jpg,"2026-08-26 09:37:02 AM"
281,,"FUMIGATION BOX","NO BARCODE
REARING STAFF HOUSE","FUR. & FIXT.",BOX,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787708271772.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787708271772.jpg,"2026-08-26 09:37:32 AM"
282,,"CGNAL PLATE","NO BARCODE
REARING STAFF HOUSE","ELEC. INTS. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787708358424.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787708358424.jpg,"2026-08-26 09:39:01 AM"
283,,"POWER SPRAYER M:WL-25ASB S:2016-0331","NO BARCODE
REARING STAFF HOUSE","MACH. & EQPT.","POWER SPRAYER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709280093.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709280093.jpg,"2026-08-26 09:54:28 AM"
284,,"BOOTS RACK 15 PAIRS","NO BARCODE
REARING HOUSE 1","FUR. & FIXT.",RACK,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709789275.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709789275.jpg,"2026-08-26 10:02:03 AM"
285,,"BOOTS RACK 8 PAIRS","NO BARCODE
REARING HOUSE 1","FUR. & FIXT.",RACK,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709839839.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709839839.jpg,"2026-08-26 10:03:52 AM"
286,,"SKOV ALARM DOL 539 CONTROLLER","NO BARCODE
REARING HOUSE 1","ELEC. INTS. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709912673.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709912673.jpg,"2026-08-26 10:04:49 AM"
287,,"SKOV BATTERY DOL 278","NO BARCODE
REARING HOUSE 1","ELEC. INTS. & EQPT.",BATTERY,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787709967049.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787709967049.jpg,"2026-08-26 10:05:58 AM"
288,,"LAPSAON CONTROLLER","NO BARCODE
REARING HOUSE 1","ELEC. INTS. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710010466.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710010466.jpg,"2026-08-26 10:06:42 AM"
289,,"CIRCUIT BREAKER","NO BARCODE
REARING HOUSE 1","ELEC. INTS. & EQPT.","CIRCUIT BREAKER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710048578.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710048578.jpg,"2026-08-26 10:07:13 AM"
290,,"DOUBLE DECK","2 UNITS
NO BARCODE
REARING HOUSE 1","FUR. & FIXT.",BED,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710080488.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710080488.jpg,"2026-08-26 10:07:50 AM"
291,,"DOSATRON D25RE2","NO BARCODE
REARING HOUSE 1",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710125348.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710125348.jpg,"2026-08-26 10:08:31 AM"
292,MFI-DBL-00109012,"LUX METERVMODEL:230","OLD BARCODE
REARING HOUSE 1","MACH. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710218528.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710218528.jpg,"2026-08-26 10:10:09 AM"
293,,"FIRE ALARM","NO BARCODE
REARING HOUSE 1","ELEC. INTS. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710298641.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710298641.jpg,"2026-08-26 10:11:31 AM"
294,,"SKOV TUNNEL INLET DA 75","2 UNITS
NO BARCODE
REARING HOUSE 1",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710362999.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710362999.jpg,"2026-08-26 10:12:32 AM"
295,,"SKOV MULTIFAN HEATER TYPE:GP70 S:90026613","NO BARCODE
REARING HOUSE 1",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710414581.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710414581.jpg,"2026-08-26 10:13:25 AM"
296,,"SKOV MULTIFAN HEATER TYPE:GP70 S:90026606","NO BARCODE
REARING HOUSE 1",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710575693.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710575693.jpg,"2026-08-26 10:16:05 AM"
297,,"FEEDLINE MOTOR","8 UNITS
NO BARCODE
REARING HOUSE 1","MACH. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710645067.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710645067.jpg,"2026-08-26 10:17:11 AM"
298,,"ROXELL TRANSPORT MOTOR","4 UNITS
NO BARCODE
REARING HOUSE 1","MACH. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710741472.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710741472.jpg,"2026-08-26 10:18:50 AM"
299,,"SKOV MULTIFAN HEATER TYPE:GP 70 S:90026625","NO BARCODE
REARING HOUSE 1",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787710912776.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787710912776.jpg,"2026-08-26 10:21:38 AM"
300,MFI-DBL-00114356,"NUTEX W. SCALE 50KG S#017954","NO BARCODE
REARING HOUSE 1","OTHER EQPT.","WEIGHING SCALE","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787711063808.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787711063808.jpg,"2026-08-26 10:24:13 AM"
301,,"PLASTIC PALLET (BLUE)","2 UNITS
NO BARCODE
REARING HOUSE 1","OTHER EQPT.",PALLET,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787711157397.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787711157397.jpg,"2026-08-26 10:25:39 AM"
302,,"SKOV MULTIFAN HEATER TYPE:GP 70 S:90026626","NO BARCODE
REARING HOUSE 1",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787711247860.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787711247860.jpg,"2026-08-26 10:27:18 AM"
303,,"FEEDLINE MOTOR","6 UNITS
NO BARCODE
REARING HOUSE 1","MACH. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787711312473.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787711312473.jpg,"2026-08-26 10:28:21 AM"
304,,"SILO FEEDS S:03102845","NO BARCODE
REARING HOUSE 1",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787711644492.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787711644492.jpg,"2026-08-26 10:31:18 AM"
305,,"ROXELL FEEDS CONTROLLER 3x220V 90805116","NO BARCODE
REARING HOUSE 1","ELEC. INTS. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787711683240.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787711683240.jpg,"2026-08-26 10:34:35 AM"
306,,"SKOV TUNNEL DOOR DA 75","2 UNITS
NO BARCODE
REARING HOUSE 1",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712041826.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712041826.jpg,"2026-08-26 10:39:05 AM"
307,,"REARING HOUSE 1 BLDG.","NO BARCODE
REARING COMPOUND",BLDG.,BUILDING,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712294030.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712294030.jpg,"2026-08-26 10:44:24 AM"
308,,"TRANSPORT MOTOR","4 UNITS
NO BARCODE
REARING COMPOUND","MACH. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712370309.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712370309.jpg,"2026-08-26 10:45:48 AM"
309,,"ALUMINUM LADDER 5 STEPS","NO BARCODE
REARING COMPOUND",TOOLS,LADDER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712449120.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712449120.jpg,"2026-08-26 10:47:03 AM"
310,,"SKOV ALARM DOL 2200","NO BARCODE
REARING HOUSE 2",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712520835.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712520835.jpg,"2026-08-26 10:48:28 AM"
311,,"STAINLESS HAND WASH SINK","NO BARCODE
REARING HOUSE 2","BLDG. IMPVT.",SINK,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712566814.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712566814.jpg,"2026-08-26 10:49:19 AM"
312,,"FIRE ALARM","NO BARCODE
REARING HOUSE 2","ELEC. INTS. & EQPT.",,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712626982.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712626982.jpg,"2026-08-26 10:50:19 AM"
313,,"SKOV ALARM DOL 539","NO BARCODE
REARING HOUSE 2","ELEC. INTS. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712673693.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712673693.jpg,"2026-08-26 10:51:00 AM"
314,,"SKOV BATTERY DOL 278","NO BARCODE
REARING HOUSE 2","ELEC. INTS. & EQPT.",BATTERY,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712716346.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712716346.jpg,"2026-08-26 10:51:48 AM"
315,,CONTROLLER,"NO BARCODE
REARING HOUSE 2","ELEC. INTS. & EQPT.",CONTROLLER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712746772.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712746772.jpg,"2026-08-26 10:52:20 AM"
316,,"CIRCUIT BREAKER","NO BARCODE
REARING HOUSE 2","ELEC. INTS. & EQPT.","CIRCUIT BREAKER","MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712796904.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712796904.jpg,"2026-08-26 10:53:09 AM"
317,,"DOUBLE DECK","NO BARCODE
REARING HOUSE 2","FUR. & FIXT.",BED,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712827867.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712827867.jpg,"2026-08-26 10:53:39 AM"
318,,"DOSATRON D25RE2","NO BARCODE
REARING HOUSE 2",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712905371.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712905371.jpg,"2026-08-26 10:54:57 AM"
319,,"SKOV INLET DA 75","2 UNITS
NO BARCODE
REARING HOUSE 2",,,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787712972375.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787712972375.jpg,"2026-08-26 10:56:00 AM"
320,,"SKOV MULTIFAN MOTOR TYPE:GP 70 S:90026610","NO BARCODE
REARING HOUSE 2","MACH. & EQPT.",HEATER,"MFI-BREEDER LAPSAON DIMIAO","BLD-LAPSAON ADMIN",IMG_1787713086447.jpg,http://172.16.161.247/fad_count/nfitems_images/IMG_1787713086447.jpg,"2026-08-26 10:57:55 AM"
